,Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,matchday
392,5674,C,Basic,6,0,0,0,0,0,0,0,0,0,2
393,5834,C,Marcos Antonio,6,0,0,0,0,0,0,1,0,0,2
394,785,A,Immobile,6,0,0,0,0,0,0,1,0,0,2
395,2489,A,Pedro,6,0,0,0,0,0,0,0,0,0,2
396,2134,P,Falcone,6,0,1,0,0,0,0,0,0,0,2
397,4502,D,Gallo,5.5,0,0,0,0,0,0,0,0,0,2
398,5835,D,Baschirotto,5.5,0,0,0,0,0,0,0,0,0,2
399,5867,D,Gendrey,5.5,0,0,0,0,0,0,0,0,0,2
400,4486,C,Strefezza,6.5,0,0,0,0,0,0,0,0,0,2
401,5869,C,Blin,6,0,0,0,0,0,0,0,0,0,2
402,5870,C,Hjulmand,6.5,0,0,0,0,0,0,0,0,0,2
403,5872,C,Helgason,6,0,0,0,0,0,0,0,0,0,2
404,5886,C,Bistrovic,5.5,0,0,0,0,0,0,0,0,0,2
405,5999,C,Gonzalez J.,5.5,0,0,0,0,0,0,1,0,0,2
406,1857,A,Di Francesco F.,5.5,0,0,0,0,0,0,0,0,0,2
407,5836,A,Ceesay,6,0,0,0,0,0,0,0,0,0,2
408,6001,A,Banda,6,0,0,0,0,0,0,0,0,0,2
409,4312,P,Maignan,6,0,1,0,0,0,0,0,0,0,2
410,357,D,Calabria,6,0,0,0,0,0,0,0,0,0,2
411,4292,D,Hernandez T.,6.5,0,0,0,0,0,0,1,0,0,2
412,4751,D,Tomori,6,0,0,0,0,0,0,0,0,0,2
413,4976,D,Kalulu,5.5,0,0,0,0,0,0,0,0,0,2
414,2818,C,Bennacer,7,1,0,0,0,0,0,0,0,0,2
415,4449,C,Tonali,5.5,0,0,0,0,0,0,1,0,0,2
416,4825,C,Diaz B.,5.5,0,0,0,0,0,0,0,0,0,2
417,4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0,2
418,4970,C,Messias,5.5,0,0,0,0,0,0,0,0,0,2
419,5995,C,De Ketelaere,6,0,0,0,0,0,0,0,0,0,2
420,186,A,Rebic,5.5,0,0,0,0,0,0,1,0,0,2
421,2466,A,Origi,6,0,0,0,0,0,0,0,0,0,2
422,4200,A,Giroud,6,0,0,0,0,0,0,0,0,0,2
423,4510,A,Rafael Leao,6,0,0,0,0,0,0,0,0,0,2
424,5876,P,Di Gregorio,5.5,0,4,0,0,0,0,0,0,0,2
425,261,D,Ranocchia,5.5,0,0,0,0,0,0,0,0,0,2
426,2355,D,Marlon,6,0,0,0,0,0,0,0,0,0,2
427,4925,D,Carboni,5.5,0,0,0,0,0,0,0,0,0,2
428,5399,D,Antov,5,0,0,0,0,0,0,0,0,0,2
429,5838,D,Birindelli,5,0,0,0,0,0,0,0,0,0,2
430,21,C,D'alessandro,6,0,0,0,0,0,0,0,0,0,2
431,1851,C,Molina S.,5.5,0,0,0,0,0,0,0,0,0,2
432,1901,C,Barberis,5,0,0,0,0,0,0,0,0,0,2
433,1978,C,Sensi,5,0,0,0,0,0,0,0,0,0,2
434,2274,C,Valoti,5.5,0,0,0,0,0,0,0,0,0,2
435,5884,C,Ranocchia F.,6,0,0,0,0,0,0,0,0,0,2
436,383,A,Petagna,6,0,0,0,0,0,0,0,0,0,2
437,1958,A,Caprari,5.5,0,0,0,0,0,0,1,0,0,2
438,572,P,Meret,6,0,0,0,0,0,0,0,0,0,2
439,142,D,Mario Rui,6,0,0,0,0,0,0,1,0,0,2
440,2816,D,Di Lorenzo,6,0,0,0,0,0,0,1,0,0,2
441,4409,D,Rrahmani,6.5,0,0,0,0,0,0,0,0,0,2
442,5840,D,Olivera,6,0,0,0,0,0,0,0,0,0,2
443,5892,D,Kim,7,1,0,0,0,0,0,0,0,0,2
444,152,C,Zielinski,7.5,0,0,0,0,0,0,0,0,2,2
445,4220,C,Zambo Anguissa,7,0,0,0,0,0,0,0,0,1,2
446,4287,C,Lobotka,6.5,0,0,0,0,0,0,0,0,1,2
447,4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,2
448,5839,C,Kvaratskhelia,8,2,0,0,0,0,0,0,0,0,2
449,4517,A,Lozano,6,0,0,0,0,0,0,0,0,0,2
450,4661,A,Osimhen,7,1,0,0,0,0,0,0,0,0,2
451,4270,P,Rui Patricio,6,0,0,0,0,0,0,0,0,0,2
452,1852,D,Spinazzola,6,0,0,0,0,0,0,0,0,0,2
453,2180,D,Karsdorp,5.5,0,0,0,0,0,0,0,0,0,2
454,2296,D,Mancini,6,0,0,0,0,0,0,0,0,0,2
455,4245,D,Smalling,7,1,0,0,0,0,0,0,0,0,2
456,4331,D,Ibanez,6,0,0,0,0,0,0,0,0,0,2
457,530,C,Pellegrini Lo.,7,0,0,0,0,0,0,0,0,1,2
458,779,C,Cristante,6,0,0,0,0,0,0,0,0,0,2
459,795,C,El Shaarawy,6.5,0,0,0,0,0,0,0,0,0,2
460,2528,C,Matic,6,0,0,0,0,0,0,0,0,0,2
461,2766,C,Zaniolo,5,0,0,0,0,0,0,0,0,0,2
462,5422,C,Zalewski,6,0,0,0,0,0,0,0,0,0,2
463,309,A,Dybala,6.5,0,0,0,0,0,0,0,0,0,2
464,2544,A,Abraham,6.5,0,0,0,0,0,0,0,0,0,2
465,159,P,Sepe,6.5,0,0,0,0,0,0,0,0,0,2
466,118,D,Radovanovic,5,0,0,0,0,0,0,0,0,0,2
467,660,D,Gyomber,6.5,0,0,0,0,0,0,1,0,0,2
468,2016,D,Fazio,6,0,0,0,0,0,0,0,0,0,2
469,5481,D,Mazzocchi,6.5,0,0,0,0,0,0,0,0,0,2
470,5532,D,Bradaric,5.5,0,0,0,0,0,0,1,0,0,2
471,6028,D,Bronn,6,0,0,0,0,0,0,1,0,0,2
472,332,C,Candreva,6.5,0,0,0,0,0,0,0,0,0,2
473,4988,C,Maggiore,6,0,0,0,0,0,0,0,0,0,2
474,6025,C,Vilhena,5.5,0,0,0,0,0,0,0,0,0,2
475,505,A,Bonazzoli,6.5,0,0,0,0,0,0,1,0,0,2
476,5672,A,Dia,5.5,0,0,0,0,0,0,0,0,0,2
477,5842,A,Botheim,5.5,0,0,0,0,0,0,0,0,0,2
478,761,P,Audero,6.5,0,0,0,0,0,0,0,0,0,2
479,45,D,Ferrari A.,6.5,0,0,0,0,0,0,0,0,0,2
480,1868,D,Murru,6,0,0,0,0,0,0,0,0,0,2
481,2104,D,Bereszynski,6,0,0,0,0,0,0,0,0,0,2
482,2141,D,Depaoli,6,0,0,0,0,0,0,0,0,0,2
483,2784,D,Colley,7,0,0,0,0,0,0,0,0,0,2
484,4421,D,Augello,5.5,0,0,0,0,0,0,0,0,0,2
485,238,C,Rincon,5,0,0,0,0,0,0,0,0,0,2
486,600,C,Verre,6,0,0,0,0,0,0,1,0,0,2
487,1995,C,Djuricic,6,0,0,0,0,0,0,1,0,0,2
488,2334,C,Leris,5,0,0,0,0,0,0,1,0,0,2
489,2855,C,Vieira,6.5,0,0,0,0,0,0,0,0,0,2
490,4885,C,Villar,6,0,0,0,0,0,0,0,0,0,2
491,5788,C,Sabiri,6.5,0,0,0,0,0,0,0,0,0,2
492,568,A,Quagliarella,6,0,0,0,0,0,0,0,0,0,2
493,2819,A,Caputo,6,0,0,0,0,0,0,0,0,0,2
494,509,P,Consigli,6,0,0,0,0,0,0,0,0,0,2
495,1895,D,Ferrari G.,6,0,0,0,0,0,0,0,0,0,2
496,2318,D,Rogerio,5.5,0,0,0,0,0,0,1,0,0,2
497,4426,D,Toljan,6,0,0,0,0,0,0,1,0,0,2
498,4530,D,Kyriakopoulos,6,0,0,0,0,0,0,0,0,0,2
499,4982,D,Erlic,6.5,0,0,0,0,0,0,0,0,0,2
500,2848,C,Frattesi,6.5,0,0,0,0,0,0,1,0,0,2
501,4681,C,Lopez M.,6.5,0,0,0,0,0,0,0,0,0,2
502,5511,C,Matheus Henrique,6,0,0,0,0,0,0,1,0,0,2
503,5844,C,Thorstvedt,6,0,0,0,0,0,0,0,0,0,2
504,531,A,Berardi,7.5,1,0,0,0,0,0,1,0,0,2
505,643,A,Defrel,5.5,0,0,0,0,0,0,0,0,0,2
506,2038,A,Pinamonti,6,0,0,0,0,0,0,0,0,0,2
507,1917,P,Dragowski,6,0,3,0,0,0,0,0,0,0,2
508,630,D,Sala,5.5,0,0,0,0,0,0,0,0,0,2
509,1847,D,Caldara,5.5,0,0,0,0,0,0,0,0,0,2
510,2312,D,Hristov,6,0,0,0,0,0,0,0,0,0,2
511,2739,D,Reca,5,0,0,0,0,0,0,0,0,0,2
512,4329,D,Nikolaou,5,0,0,0,0,0,0,0,0,0,2
513,5332,D,Bastoni S.,5.5,0,0,0,0,0,0,0,0,0,2
514,5693,D,Kiwior,5,0,0,0,0,0,0,0,0,0,2
515,2825,C,Bourabia,5.5,0,0,0,0,0,0,0,0,0,2
516,4515,C,Agudelo,5.5,0,0,0,0,0,0,0,0,0,2
517,4992,C,Gyasi,5,0,0,0,0,0,0,0,0,0,2
518,5336,A,Nzola,5.5,0,0,0,0,0,0,0,0,0,2
519,5690,A,Strelec,6,0,0,0,0,0,0,0,0,0,2
520,2170,P,Milinkovic-Savic V.,6.5,0,0,0,0,0,0,0,0,0,2
521,2169,D,Rodriguez R.,6,0,0,0,0,0,0,0,0,0,2
522,2724,D,Buongiorno,6.5,0,0,0,0,0,0,0,0,0,2
523,2865,D,Aina,6,0,0,0,0,0,0,0,0,0,2
524,2869,D,Djidji,6,0,0,0,0,0,0,0,0,0,2
525,4385,D,Lazaro,6,0,0,0,0,0,0,0,0,0,2
526,4899,D,Singo,5.5,0,0,0,0,0,0,0,0,0,2
527,2008,C,Linetty,5.5,0,0,0,0,0,0,0,0,0,2
528,2009,C,Lukic,6,0,0,0,0,0,0,0,0,0,2
529,5063,C,Radonjic,6.5,0,0,0,0,0,0,0,0,0,2
530,5453,C,Ricci S.,6,0,0,0,0,0,0,0,0,0,2
531,5687,C,Vlasic,6,0,0,0,0,0,0,0,0,0,2
532,479,A,Sanabria,6,0,0,0,0,0,0,0,0,0,2
533,2103,A,Pellegri,6,0,0,0,0,0,0,0,0,0,2
534,2211,P,Silvestri,7,0,0,0,0,0,0,0,0,0,2
535,49,D,Masina,6.5,0,0,0,0,0,0,0,0,0,2
536,2280,D,Nuytinck,6.5,0,0,0,0,0,0,0,0,0,2
537,4412,D,Rodrigo Becao,6,0,0,0,0,0,0,0,0,0,2
538,5355,D,Udogie,6.5,0,0,0,0,0,0,0,0,0,2
539,5677,D,Perez N.,5,0,0,0,0,0,0,0,1,0,2
540,5847,D,Bijol,6,0,0,0,0,0,0,0,0,0,2
541,302,C,Pereyra,6.5,0,0,0,0,0,0,0,0,0,2
542,2392,C,Walace,5.5,0,0,0,0,0,0,1,0,0,2
543,5329,C,Makengo,6,0,0,0,0,0,0,1,0,0,2
544,5850,C,Lovric,6,0,0,0,0,0,0,0,0,0,2
545,2119,A,Deulofeu,6.5,0,0,0,0,0,0,0,0,0,2
546,5676,A,Success,6,0,0,0,0,0,0,0,0,0,2
547,5694,A,Beto,6,0,0,0,0,0,0,0,0,0,2
548,4957,P,Montipo',6,0,1,0,0,0,0,0,0,0,2
549,581,D,Faraoni,5.5,0,0,0,0,0,0,0,0,0,2
550,2668,D,Retsos,6,0,0,0,0,0,0,0,0,0,2
551,2758,D,Gunter,5,0,0,0,0,0,0,1,0,0,2
552,5764,D,Coppola D.,6.5,0,0,0,0,0,0,1,0,0,2
553,236,C,Lazovic,6.5,0,0,0,0,0,0,0,0,1,2
554,4890,C,Tameze,5.5,0,0,0,0,0,0,0,0,0,2
555,5007,C,Ilic,6,0,0,0,0,0,0,0,0,0,2
556,5499,C,Hongla,5.5,0,0,0,0,0,0,1,0,0,2
557,5812,C,Terracciano F.,6,0,0,0,0,0,0,0,0,0,2
558,90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,2
559,5529,A,Henry,7,1,0,0,0,0,0,0,0,0,2
560,2792,P,Musso,6.5,0,0,0,0,0,0,0,0,0,3
561,695,D,Toloi,6,0,0,0,0,0,0,0,0,0,3
562,2130,D,Hateboer,5.5,0,0,0,0,0,0,0,0,0,3
563,4332,D,Demiral,6,0,0,0,0,0,0,0,0,0,3
564,4432,D,Okoli,6.5,0,0,0,0,0,0,0,0,0,3
565,4433,D,Zortea,6,0,0,0,0,0,0,0,0,0,3
566,5686,D,Soppy,5.5,0,0,0,0,0,0,1,0,0,3
567,22,C,De Roon,6,0,0,0,0,0,0,0,0,0,3
568,4427,C,Malinovskyi,5.5,0,0,0,0,0,0,1,0,0,3
569,5685,C,Koopmeiners,7,1,0,0,0,0,0,1,0,0,3
570,5792,C,Ederson D.s.,6.5,0,0,0,0,0,0,0,0,0,3
571,507,A,Muriel,6,0,0,0,0,0,0,0,0,0,3
572,608,A,Zapata D.,5.5,0,0,0,0,0,0,0,0,0,3
573,2832,A,Boga,6,0,0,0,0,0,0,0,0,0,3
574,4730,A,Lookman,5.5,0,0,0,0,0,0,0,0,0,3
575,133,P,Skorupski,6,0,2,0,0,0,0,0,0,0,3
576,272,D,Medel,5.5,0,0,0,0,0,0,0,0,0,3
577,2192,D,Bonifazi,6,0,0,0,0,0,0,0,0,0,3
578,4891,D,Soumaoro,5,0,0,0,0,0,0,0,0,0,3
579,5520,D,Cambiaso,5,0,0,0,0,0,0,0,0,0,3
580,5793,D,Kasius,5,0,0,0,0,0,0,0,0,0,3
581,6042,D,Lucumi',5.5,0,0,0,0,0,0,0,0,0,3
582,2154,C,Vignato,5.5,0,0,0,0,0,0,0,0,0,3
583,2625,C,Soriano,6,0,0,0,0,0,0,0,0,0,3
584,4393,C,Schouten,5.5,0,0,0,0,0,0,1,0,0,3
585,4869,C,Dominguez,6,0,0,0,0,0,0,0,0,0,3
586,5784,C,Aebischer,6,0,0,0,0,0,0,0,0,0,3
587,537,A,Sansone,6,0,0,0,0,0,0,0,0,0,3
588,2719,A,Barrow,5.5,0,0,0,0,0,0,0,0,0,3
589,4268,A,Arnautovic,5.5,0,0,0,0,0,0,0,0,0,3
590,1843,P,Radu I.,6.5,0,2,0,0,0,0,0,0,0,3
591,612,D,Bianchetti,5.5,0,0,0,0,0,0,0,0,0,3
592,2847,D,Sernicola,6.5,1,0,0,0,0,0,0,0,0,3
593,5514,D,Vasquez,5.5,0,0,0,0,0,0,0,0,0,3
594,5862,D,Valeri,6.5,0,0,0,0,0,0,0,0,0,3
595,6002,D,Aiwu,5,0,0,0,0,0,0,0,0,0,3
596,694,C,Baez,6,0,0,0,0,0,0,0,0,0,3
597,4178,C,Ascacibar,6,0,0,0,0,0,0,0,0,0,3
598,4975,C,Escalante,5.5,0,0,0,0,0,0,0,0,0,3
599,5857,C,Pickel,5.5,0,0,0,0,0,0,0,0,0,3
600,2842,A,Zanimacchia,6,0,0,0,0,0,0,0,0,0,3
601,5515,A,Okereke,5.5,0,0,0,0,0,0,0,0,0,3
602,5864,A,Buonaiuto,6,0,0,0,0,0,0,0,0,0,3
603,6026,A,Dessers,6.5,0,0,0,0,0,0,0,0,1,3
604,4964,P,Vicario,6.5,0,1,0,0,0,0,0,0,0,3
605,5010,D,Ismajli,6.5,0,0,0,0,0,0,0,0,0,3
606,5449,D,Parisi,7,1,0,0,0,0,0,0,0,0,3
607,5450,D,Stojanovic,5,0,0,0,0,0,0,1,0,0,3
608,5480,D,Ebuehi,6,0,0,0,0,0,0,0,0,0,3
609,5739,D,De Winter,6.5,0,0,0,0,0,0,0,0,0,3
610,27,C,Grassi,6,0,0,0,0,0,0,0,0,0,3
611,2161,C,Haas,6,0,0,0,0,0,0,0,0,0,3
612,2253,C,Bandinelli,5.5,0,0,0,0,0,0,0,0,0,3
613,4498,C,Henderson L.,5.5,0,0,0,0,0,0,0,0,0,3
614,4965,C,Marin,6,0,0,0,0,0,0,1,0,0,3
615,5451,C,Bajrami,5.5,0,0,0,0,0,0,0,0,0,3
616,5823,C,Baldanzi,6,0,0,0,0,0,0,0,0,0,3
617,472,A,Destro,6,0,0,0,0,0,0,0,0,0,3
618,5292,A,Lammers,6,0,0,0,0,0,0,0,0,0,3
619,5460,A,Satriano,5.5,0,0,0,0,0,0,0,0,0,3
620,610,P,Gollini,6,0,0,0,0,0,0,0,0,0,3
621,252,D,Biraghi,5.5,0,0,0,0,0,0,0,0,0,3
622,2164,D,Milenkovic,7,0,0,0,0,0,0,0,0,0,3
623,4407,D,Igor,6,0,0,0,0,0,0,0,0,0,3
624,5323,D,Martinez Quarta,5.5,0,0,0,0,0,0,1,0,0,3
625,5885,D,Dodo',6.5,0,0,0,0,0,0,0,0,0,3
626,367,C,Bonaventura,6,0,0,0,0,0,0,0,0,0,3
627,2172,C,Barak,5.5,0,0,0,0,0,0,0,0,0,3
628,2839,C,Sottil,6.5,0,0,0,0,0,0,0,0,0,3
629,4522,C,Amrabat,7,0,0,0,0,0,0,0,0,0,3
630,4658,C,Ikone',5,0,0,0,0,0,0,0,0,0,3
631,5457,C,Maleh,6,0,0,0,0,0,0,0,0,0,3
632,2438,A,Jovic,5.5,0,0,0,0,0,0,1,0,0,3
633,2762,A,Kouame',6.5,0,0,0,0,0,0,0,0,0,3
634,250,P,Handanovic,6,0,3,0,0,0,0,0,0,0,3
635,254,D,Dimarco,5.5,0,0,0,0,0,0,0,0,0,3
636,322,D,De Vrij,5.5,0,0,0,0,0,0,0,0,0,3
637,798,D,Skriniar,5.5,0,0,0,0,0,0,0,0,0,3
638,2120,D,Bastoni,5,0,0,0,0,0,0,0,0,0,3
639,2160,D,Gosens,5.5,0,0,0,0,0,0,0,0,0,3
640,2525,D,Darmian,5.5,0,0,0,0,0,0,0,0,0,3
641,5513,D,Dumfries,6,0,0,0,0,0,0,0,0,1,3
642,265,C,Brozovic,5.5,0,0,0,0,0,0,1,0,0,3
643,801,C,Gagliardini,5.5,0,0,0,0,0,0,0,0,0,3
644,1870,C,Barella,5.5,0,0,0,0,0,0,0,0,0,3
645,2194,C,Calhanoglu,6,0,0,0,0,0,0,0,0,0,3
646,495,A,Correa,6,0,0,0,0,0,0,0,0,0,3
647,647,A,Dzeko,5.5,0,0,0,0,0,0,0,0,0,3
648,2531,A,Lukaku,5.5,0,0,0,0,0,0,0,0,0,3
649,2764,A,Martinez L.,6.5,1,0,0,0,0,0,0,0,0,3
650,453,P,Szczesny,6,0,1,0,0,0,0,0,0,0,3
651,358,D,De Sciglio,5.5,0,0,0,0,0,0,0,0,0,3
652,662,D,Alex Sandro,5.5,0,0,0,0,0,0,0,0,0,3
653,2788,D,Bremer,6,0,0,0,0,0,0,0,0,0,3
654,4237,D,Danilo,7,0,0,0,0,0,0,0,0,0,3
655,697,C,Cuadrado,6,0,0,0,0,0,0,0,0,0,3
656,827,C,Locatelli,6,0,0,0,0,0,0,1,0,0,3
657,2379,C,Rabiot,6.5,0,0,0,0,0,0,0,0,0,3
658,2432,C,Zakaria,5.5,0,0,0,0,0,0,0,0,0,3
659,4711,C,Kostic,6,0,0,0,0,0,0,1,0,0,3
660,4973,C,Mckennie,6,0,0,0,0,0,0,0,0,0,3
661,5813,C,Miretti,7,0,0,0,0,0,0,0,0,0,3
662,2012,A,Milik,6,0,0,0,0,0,0,0,0,0,3
663,2841,A,Vlahovic,7,1,0,0,0,0,0,0,0,0,3
664,2814,P,Provedel,6.5,0,1,0,0,0,0,0,0,0,3
665,140,D,Hysaj,6,0,0,0,0,0,0,0,0,0,3
666,327,D,Patric,6.5,0,0,0,0,0,0,0,0,0,3
667,460,D,Romagnoli,7,0,0,0,0,0,0,0,0,0,3
668,2188,D,Marusic,5.5,0,0,0,0,0,0,1,0,0,3
669,2263,D,Lazzari,6,0,0,0,0,0,0,0,0,0,3
670,181,C,Vecino,5.5,0,0,0,0,0,0,0,0,0,3
671,333,C,Cataldi,6.5,0,0,0,0,0,0,0,0,0,3
672,335,C,Felipe Anderson,7,1,0,0,0,0,0,0,0,0,3
673,632,C,Zaccagni,6,0,0,0,0,0,0,1,0,0,3
674,645,C,Milinkovic-Savic,7,0,0,0,0,0,0,0,0,1,3
675,2085,C,Luis Alberto,7,1,0,0,0,0,0,0,0,0,3
676,785,A,Immobile,6,0,0,0,0,0,0,0,0,1,3
677,2489,A,Pedro,7.5,1,0,0,0,0,0,0,0,1,3
678,2134,P,Falcone,6,0,1,0,0,0,0,0,0,0,3
679,4502,D,Gallo,6,0,0,0,0,0,0,0,0,0,3
680,5603,D,Pongracic,6,0,0,0,0,0,0,0,0,0,3
681,5835,D,Baschirotto,6.5,0,0,0,0,0,0,0,0,0,3
682,5867,D,Gendrey,6,0,0,0,0,0,0,0,0,0,3
683,4486,C,Strefezza,7,1,0,0,0,0,0,0,0,0,3
684,4921,C,Askildsen,5.5,0,0,0,0,0,0,0,0,0,3
685,5870,C,Hjulmand,6.5,0,0,0,0,0,0,0,0,0,3
686,5873,C,Listkowski,6,0,0,0,0,0,0,0,0,0,3
687,5886,C,Bistrovic,5.5,0,0,0,0,0,0,0,0,0,3
688,5999,C,Gonzalez J.,6.5,0,0,0,0,0,0,0,0,0,3
689,1857,A,Di Francesco F.,6,0,0,0,0,0,0,0,0,0,3
690,5836,A,Ceesay,5.5,0,0,0,0,0,0,0,0,0,3
691,6001,A,Banda,7,0,0,0,0,0,0,1,0,1,3
692,4312,P,Maignan,6,0,0,0,0,0,0,0,0,0,3
693,357,D,Calabria,6,0,0,0,0,0,0,1,0,0,3
694,4292,D,Hernandez T.,6.5,0,0,0,0,0,0,0,0,0,3
695,4751,D,Tomori,6,0,0,0,0,0,0,0,0,0,3
696,4976,D,Kalulu,6.5,0,0,0,0,0,0,0,0,0,3
697,5017,D,Ballo-Toure',6,0,0,0,0,0,0,0,0,0,3
698,2818,C,Bennacer,6.5,0,0,0,0,0,0,0,0,0,3
699,4449,C,Tonali,6,0,0,0,0,0,0,0,0,0,3
700,4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0,3
701,4970,C,Messias,5.5,0,0,0,0,0,0,0,0,0,3
702,5298,C,Pobega,6,0,0,0,0,0,0,0,0,0,3
703,5875,C,Adli,6,0,0,0,0,0,0,1,0,0,3
704,5995,C,De Ketelaere,7,0,0,0,0,0,0,0,0,1,3
705,4200,A,Giroud,7,1,0,0,0,0,0,0,0,0,3
706,4510,A,Rafael Leao,7.5,1,0,0,0,0,0,0,0,1,3
707,5876,P,Di Gregorio,6,0,2,0,0,0,0,0,0,0,3
708,84,D,Marrone,6.5,0,0,0,0,0,0,0,0,0,3
709,4958,D,Caldirola,5,0,0,0,0,0,0,1,0,0,3
710,5838,D,Birindelli,5.5,0,0,0,0,0,0,0,0,0,3
711,5877,D,Carlos Augusto,6,0,0,0,0,0,0,0,0,0,3
712,666,C,Machin,5.5,0,0,0,0,0,0,1,0,0,3
713,1851,C,Molina S.,6,0,0,0,0,0,0,0,0,0,3
714,1978,C,Sensi,6,0,0,0,0,0,0,0,0,0,3
715,2274,C,Valoti,5,0,0,0,0,0,0,0,0,0,3
716,2741,C,Pessina,6,0,0,0,0,0,0,1,0,0,3
717,5878,C,Colpani,7,1,0,0,0,0,0,0,0,0,3
718,383,A,Petagna,5.5,0,0,0,0,0,0,0,0,0,3
719,1958,A,Caprari,6,0,0,0,0,0,0,0,0,1,3
720,5881,A,Gytkjaer,5.5,0,0,0,0,0,0,0,0,0,3
721,572,P,Meret,6,0,0,0,0,0,0,0,0,0,3
722,142,D,Mario Rui,6,0,0,0,0,0,0,0,0,0,3
723,2816,D,Di Lorenzo,6,0,0,0,0,0,0,0,0,0,3
724,4409,D,Rrahmani,6,0,0,0,0,0,0,0,0,0,3
725,5892,D,Kim,6.5,0,0,0,0,0,0,0,0,0,3
726,152,C,Zielinski,6.5,0,0,0,0,0,0,0,0,0,3
727,536,C,Politano,6.5,0,0,0,0,0,0,0,0,0,3
728,4220,C,Zambo Anguissa,7,0,0,0,0,0,0,1,0,0,3
729,4287,C,Lobotka,6,0,0,0,0,0,0,0,0,0,3
730,4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,3
731,5839,C,Kvaratskhelia,6,0,0,0,0,0,0,0,0,0,3
732,4371,A,Raspadori,6,0,0,0,0,0,0,1,0,0,3
733,4517,A,Lozano,5,0,0,0,0,0,0,0,0,0,3
734,4661,A,Osimhen,5.5,0,0,0,0,0,0,0,0,0,3
735,4270,P,Rui Patricio,6.5,0,1,0,0,0,0,0,0,0,3
736,1852,D,Spinazzola,5.5,0,0,0,0,0,0,0,0,0,3
737,2180,D,Karsdorp,5.5,0,0,0,0,0,0,0,0,0,3
738,2296,D,Mancini,5.5,0,0,0,0,0,0,0,0,0,3
739,4245,D,Smalling,7,0,0,0,0,0,0,0,0,0,3
740,4331,D,Ibanez,6.5,0,0,0,0,0,0,0,0,0,3
741,4495,D,Kumbulla,6,0,0,0,0,0,0,0,0,0,3
742,4657,D,Celik,6,0,0,0,0,0,0,1,0,0,3
743,530,C,Pellegrini Lo.,5,0,0,0,0,0,0,0,0,0,3
744,779,C,Cristante,5,0,0,0,0,0,0,1,0,0,3
745,795,C,El Shaarawy,6.5,0,0,0,0,0,0,0,0,0,3
746,2528,C,Matic,5.5,0,0,0,0,0,0,0,0,0,3
747,5422,C,Zalewski,6.5,0,0,0,0,0,0,0,0,0,3
748,309,A,Dybala,6.5,0,0,0,0,0,0,0,0,1,3
749,2544,A,Abraham,6.5,1,0,0,0,0,0,0,0,0,3
750,159,P,Sepe,6.5,0,0,0,0,0,0,0,0,0,3
751,660,D,Gyomber,6.5,0,0,0,0,0,0,0,0,0,3
752,2016,D,Fazio,6.5,0,0,0,0,0,0,0,0,0,3
753,5481,D,Mazzocchi,6.5,0,0,0,0,0,0,1,0,0,3
754,6028,D,Bronn,6,0,0,0,0,0,0,0,0,0,3
755,332,C,Candreva,6.5,0,0,0,0,0,0,0,0,0,3
756,2117,C,Kastanos,6,0,0,0,0,0,0,0,0,0,3
757,4988,C,Maggiore,6,0,0,0,0,0,0,0,0,0,3
758,5504,C,Coulibaly L.,7,0,0,0,0,0,0,0,0,1,3
759,6025,C,Vilhena,7,1,0,0,0,0,0,0,0,0,3
760,505,A,Bonazzoli,7.5,1,0,0,0,0,0,0,0,1,3
761,5672,A,Dia,8,1,0,0,0,0,0,0,0,2,3
762,5842,A,Botheim,7,1,0,0,0,0,0,1,0,0,3
763,761,P,Audero,5.5,0,4,0,0,0,0,0,0,0,3
764,45,D,Ferrari A.,5.5,0,0,0,0,0,0,0,0,0,3
765,2141,D,Depaoli,5,0,0,0,0,0,0,1,0,0,3
766,2784,D,Colley,5,0,0,0,0,0,0,0,0,0,3
767,4421,D,Augello,5,0,0,0,0,0,0,0,0,0,3
768,238,C,Rincon,5,0,0,0,0,0,0,1,0,0,3
769,600,C,Verre,5.5,0,0,0,0,0,0,0,0,0,3
770,1995,C,Djuricic,5,0,0,0,0,0,0,0,0,0,3
771,2334,C,Leris,5,0,0,0,0,0,0,0,0,0,3
772,2855,C,Vieira,5.5,0,0,0,0,0,0,0,0,0,3
773,4885,C,Villar,5,0,0,0,0,0,0,0,0,0,3
774,5788,C,Sabiri,5,0,0,0,0,0,0,0,0,0,3
775,407,A,Gabbiadini,5.5,0,0,0,0,0,0,0,0,0,3
776,568,A,Quagliarella,5.5,0,0,0,0,0,0,0,0,0,3
777,2819,A,Caputo,5,0,0,0,0,0,0,0,0,0,3
778,509,P,Consigli,6,0,2,0,0,0,0,0,0,0,3
779,1895,D,Ferrari G.,5.5,0,0,0,0,0,0,1,0,0,3
780,2318,D,Rogerio,5.5,0,0,0,0,0,0,0,0,0,3
781,4426,D,Toljan,6,0,0,0,0,0,0,0,0,1,3
782,4530,D,Kyriakopoulos,6.5,0,0,0,0,0,0,0,0,1,3
